iterationName,wID,aID,utterance,rt,target_type,competitor_type,target,foil,trial_type,trial_index,time_elapsed
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,praying,4237,tangram,isolated,H1.jpg,NA,survey-text,30,208634
full_sample,97,3R6P78PK7L0AF974EHBN58V75YNTG8,prayer,5674.634999944828,tangram,isolated,G1.jpg,NA,survey-text,23,310656
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,playing,4432,tangram,isolated,tangram-106.jpg,NA,survey-text,31,213570
full_sample,74,3NLZY2D53QED9LTD84E8DVPSH8AQLX,happy,5063.12499998603,tangram,isolated,tangram-150.jpg,NA,survey-text,3,125222
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,running,6599.184999940917,tangram,isolated,tangram-187.jpg,NA,survey-text,27,269052
full_sample,101,3E337GFOLAXCKW2KHLPBW9PFGG3NG3,runner,6441.000000108033,tangram,isolated,tangram-55.jpg,NA,survey-text,21,211105
full_sample,13,36H9ULYP63JAN6F4R3R1LH8M6HXJFV,leaping,4604,tangram,isolated,tangram-48.jpg,NA,survey-text,32,218677
full_sample,74,3NLZY2D53QED9LTD84E8DVPSH8AQLX,bending,5218.939999991562,tangram,isolated,C1.jpg,NA,survey-text,4,130956
full_sample,59,3TPWUS5F8AQPQEVT70KF21HRB0FCW9,moogle,18000,tangram,isolated,tangram-81.jpg,NA,survey-text,32,344266
full_sample,109,3I2PTA7R3UJ2PFBVN427YVCDS86QKV,ALIEN,56585.85500001209,tangram,isolated,tangram-106.jpg,NA,survey-text,4,110192
full_sample,70,3EA3QWIZ4JKOB0DZ45BQQK8NKBFTI0,strut,23785.210000001825,tangram,isolated,tangram-64.jpg,NA,survey-text,32,168417
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Can't determined,7398.615000071004,tangram,isolated,V1.jpg,NA,survey-text,28,276964
full_sample,97,3R6P78PK7L0AF974EHBN58V75YNTG8,spectator,10198.830000008456,tangram,isolated,tangram-143.jpg,NA,survey-text,24,321365
full_sample,74,3NLZY2D53QED9LTD84E8DVPSH8AQLX,kneeling,3730.435000034049,tangram,isolated,G1.jpg,NA,survey-text,5,135201
full_sample,51,3Z4XG4ZF49G23BA60T0W2YZFUBY8XQ,Can't determined,1639.530000044033,tangram,isolated,G1.jpg,NA,survey-text,29,279125
